"","text"
"987"," memuaskan pelayanannya fitur utk menelpon drivernya memakai internet takut pulsa hbs krn menelpon sang driver terima kasih"
"988","tolong perbaiki berulangkali pemesanan alasan googleplay perbaruhi "
"989","kalo gk usah kasih bintang apl makin gk guna sinyal bagus kuota pas daftar email bhilang internet mati gk guna lu yg apl"
"990","susah akun gopay suruh vertifikasi login cuma pilihan vertifikasi sms nomor terdaftar aktif lagii"
"991","gila makin error aja nih app promo nya udah pilih pakai tp gak terpasang kayak aspal "
"992","aplikasi harga menu walaupun tujuan nya harga nya naik parah gak jujur aplikasinya harga seenak nya "
"993"," kenapa pesan gojek ga nya â œserver padatâ  pd sinyal udh bagus gojek kenapa tolong dibantu nya"
"994","aplikasi diupdate malah ngeclose ngeclose malah gw buru bandara "
"995"," rumit ni apk klo gak costumer bayar pake gopay aja gak pin pin aja udh diganti pin nya gak jg udhlah"
"996","tolong dong saldo percepat transfer bank knp status memenunggu uang hak org knp tahan aneh"
"997","pelayanan buruk akun malah ditangani dibiarkan terima kasih saatnya unistall apk pindah sebelah "
"998","transaksi senilai gagal saldo terpotong buruknya gojek gak tanggung jawab suruh buat laporan udah lapor uangnya gak balik kalo tau kayak gitu mending gak lapor udah menunggu ujung ujungnya uang tetep hilang kapok pake metode pembayaran gopay nggak bakalan transaksi pake aplikasi mengecewakan"
"999","makin buruk transfer bank kendala mulu status memenunggu mulu saldo tahan mulu kaga responsip bgt tolong lah perbaikannya "
"1000","drivernya pindah lokasi"
